# markerAvrg: average marker throughout entire volume of phantom (including in- and outlets)
# roi1_markerAvrg: average marker in full phantom volume (without in- and outlets)
# roi2_markerAvrg: average marker in 30mm sphere on central axis 11mm away from top
# roi3_markerAvrg: average marker in 30mm sphere on central axis 15mm away from top
# roi4_markerAvrg: average marker in sphere segment cut-off at 41.25 mm from top

#time	markerAvrg	roi1_markerAvrg	roi2_markerAvrg	roi3_markerAvrg	roi4_markerAvrg
3.89	0.00459968	0.00461923	0.00342297	0.0029955	0.015813
3.9	0.00457778	0.00459724	0.00337797	0.00295897	0.0157079
3.91	0.00455598	0.00457535	0.00333354	0.00292291	0.0156031
3.92	0.00453429	0.00455356	0.00328966	0.00288732	0.0154986
3.93	0.0045127	0.00453188	0.00324633	0.00285219	0.0153943
3.94	0.00449121	0.0045103	0.00320356	0.00281752	0.0152904
3.95	0.00446982	0.00448882	0.00316132	0.0027833	0.0151867
3.96	0.00444854	0.00446745	0.00311962	0.00274953	0.0150833
3.97	0.00442736	0.00444618	0.00307845	0.0027162	0.0149802
3.98	0.00440628	0.00442501	0.00303781	0.00268331	0.0148774
3.99	0.0043853	0.00440394	0.00299769	0.00265084	0.0147749
4	0.00436441	0.00438297	0.00295808	0.0026188	0.0146726
4.01	0.00434363	0.0043621	0.00291898	0.00258718	0.0145706
4.02	0.00432295	0.00434133	0.00288039	0.00255597	0.014469
4.03	0.00430237	0.00432066	0.0028423	0.00252517	0.0143676
4.04	0.00428188	0.00430008	0.00280471	0.00249478	0.0142665
4.05	0.00426149	0.00427961	0.0027676	0.00246478	0.0141657
4.06	0.0042412	0.00425923	0.00273099	0.00243518	0.0140652
4.07	0.004221	0.00423895	0.00269486	0.00240597	0.0139649
4.08	0.00420091	0.00421876	0.00265921	0.00237714	0.013865
4.09	0.0041809	0.00419868	0.00262404	0.0023487	0.0137654
4.1	0.00416099	0.00417868	0.00258934	0.00232063	0.0136661
4.11	0.00414118	0.00415879	0.0025551	0.00229293	0.013567
4.12	0.00412146	0.00413898	0.00252133	0.0022656	0.0134683
4.13	0.00410184	0.00411927	0.00248802	0.00223864	0.0133699
4.14	0.00408231	0.00409966	0.00245517	0.00221203	0.0132718
4.15	0.00406287	0.00408014	0.00242277	0.00218578	0.013174
4.16	0.00404352	0.00406071	0.00239083	0.00215989	0.0130765
4.17	0.00402427	0.00404137	0.00235932	0.00213434	0.0129793
4.18	0.00400511	0.00402213	0.00232827	0.00210913	0.0128824
4.19	0.00398603	0.00400298	0.00229765	0.00208427	0.0127859
4.2	0.00396705	0.00398392	0.00226747	0.00205974	0.0126897
4.21	0.00394816	0.00396495	0.00223772	0.00203555	0.0125938
4.22	0.00392936	0.00394607	0.0022084	0.00201168	0.0124983
4.23	0.00391065	0.00392728	0.00217951	0.00198815	0.0124031
4.24	0.00389203	0.00390858	0.00215105	0.00196494	0.0123082
4.25	0.0038735	0.00388997	0.00212301	0.00194205	0.0122137
4.26	0.00385505	0.00387144	0.00209539	0.00191948	0.0121195
4.27	0.0038367	0.00385301	0.00206818	0.00189722	0.0120257
4.28	0.00381843	0.00383466	0.00204139	0.00187528	0.0119322
4.29	0.00380025	0.0038164	0.002015	0.00185364	0.0118391
4.3	0.00378215	0.00379823	0.00198903	0.00183231	0.0117464
4.31	0.00376414	0.00378014	0.00196346	0.00181129	0.011654
4.32	0.00374622	0.00376214	0.00193829	0.00179057	0.0115621
4.33	0.00372838	0.00374423	0.00191352	0.00177015	0.0114705
4.34	0.00371063	0.0037264	0.00188915	0.00175002	0.0113792
4.35	0.00369296	0.00370865	0.00186517	0.00173019	0.0112884
4.36	0.00367537	0.003691	0.00184158	0.00171065	0.011198
4.37	0.00365787	0.00367342	0.00181838	0.0016914	0.011108
4.38	0.00364045	0.00365593	0.00179557	0.00167244	0.0110183
4.39	0.00362312	0.00363852	0.00177314	0.00165376	0.0109291
4.4	0.00360587	0.00362119	0.00175108	0.00163536	0.0108403
4.41	0.00358869	0.00360395	0.00172941	0.00161725	0.0107519
4.42	0.00357161	0.00358679	0.00170811	0.00159941	0.010664
4.43	0.0035546	0.00356971	0.00168718	0.00158186	0.0105764
4.44	0.00353767	0.00355271	0.00166662	0.00156457	0.0104893
4.45	0.00352083	0.00353579	0.00164643	0.00154756	0.0104027
4.46	0.00350406	0.00351896	0.0016266	0.00153082	0.0103165
4.47	0.00348738	0.0035022	0.00160713	0.00151435	0.0102307
4.48	0.00347077	0.00348552	0.00158802	0.00149815	0.0101454
4.49	0.00345424	0.00346893	0.00156926	0.00148221	0.0100605
4.5	0.0034378	0.00345241	0.00155085	0.00146654	0.00997615
4.51	0.00342143	0.00343597	0.00153279	0.00145112	0.00989221
4.52	0.00340513	0.00341961	0.00151508	0.00143597	0.00980875
4.53	0.00338892	0.00340332	0.00149771	0.00142108	0.00972576
4.54	0.00337278	0.00338712	0.00148067	0.00140644	0.00964324
4.55	0.00335672	0.00337099	0.00146398	0.00139205	0.00956121
4.56	0.00334074	0.00335494	0.00144761	0.00137792	0.00947966
4.57	0.00332483	0.00333896	0.00143158	0.00136404	0.00939859
4.58	0.003309	0.00332306	0.00141587	0.00135041	0.00931801
4.59	0.00329324	0.00330724	0.00140048	0.00133702	0.00923793
4.6	0.00327756	0.00329149	0.00138542	0.00132388	0.00915834
4.61	0.00326195	0.00327582	0.00137067	0.00131099	0.00907925
4.62	0.00324642	0.00326022	0.00135623	0.00129833	0.00900066
4.63	0.00323096	0.00324469	0.00134211	0.00128592	0.00892257
4.64	0.00321557	0.00322924	0.00132829	0.00127374	0.00884499
4.65	0.00320026	0.00321387	0.00131477	0.0012618	0.00876791
4.66	0.00318502	0.00319856	0.00130155	0.0012501	0.00869135
4.67	0.00316986	0.00318333	0.00128863	0.00123862	0.00861529
4.68	0.00315476	0.00316817	0.001276	0.00122738	0.00853975
4.69	0.00313974	0.00315309	0.00126366	0.00121637	0.00846472
4.7	0.00312479	0.00313807	0.00125161	0.00120558	0.00839021
4.71	0.00310991	0.00312313	0.00123984	0.00119501	0.00831621
4.72	0.0030951	0.00310826	0.00122835	0.00118467	0.00824274
4.73	0.00308036	0.00309346	0.00121713	0.00117455	0.00816978
4.74	0.00306569	0.00307872	0.00120619	0.00116465	0.00809734
4.75	0.00305109	0.00306406	0.00119551	0.00115496	0.00802542
4.76	0.00303657	0.00304947	0.00118509	0.00114549	0.00795402
4.77	0.00302211	0.00303495	0.00117494	0.00113623	0.00788315
4.78	0.00300772	0.0030205	0.00116505	0.00112718	0.00781279
4.79	0.00299339	0.00300612	0.0011554	0.00111833	0.00774296
4.8	0.00297914	0.0029918	0.00114601	0.0011097	0.00767365
4.81	0.00296495	0.00297756	0.00113687	0.00110126	0.00760486
4.82	0.00295083	0.00296338	0.00112796	0.00109303	0.00753659
4.83	0.00293678	0.00294927	0.0011193	0.00108499	0.00746885
4.84	0.0029228	0.00293522	0.00111087	0.00107715	0.00740162
4.85	0.00290888	0.00292125	0.00110267	0.00106951	0.00733492
4.86	0.00289503	0.00290733	0.0010947	0.00106205	0.00726873
4.87	0.00288124	0.00289349	0.00108696	0.00105479	0.00720307
4.88	0.00286752	0.00287971	0.00107943	0.00104771	0.00713792
4.89	0.00285387	0.002866	0.00107213	0.00104082	0.0070733
4.9	0.00284028	0.00285235	0.00106503	0.0010341	0.00700919
4.91	0.00282675	0.00283877	0.00105815	0.00102757	0.00694559
4.92	0.00281329	0.00282525	0.00105147	0.00102121	0.00688251
4.93	0.0027999	0.0028118	0.001045	0.00101503	0.00681995
4.94	0.00278656	0.00279841	0.00103872	0.00100902	0.0067579
4.95	0.00277329	0.00278508	0.00103264	0.00100318	0.00669636
4.96	0.00276009	0.00277182	0.00102675	0.000997505	0.00663534
4.97	0.00274694	0.00275862	0.00102105	0.000991993	0.00657482
4.98	0.00273386	0.00274548	0.00101554	0.000986643	0.00651482
4.99	0.00272084	0.00273241	0.00101021	0.000981452	0.00645532
5	0.00270789	0.0027194	0.00100505	0.000976417	0.00639633
